Id,Title,Price,User_id,profileName,review/helpfulness,review/score
006205161X,Beauty Queen,13.13,A4S06X4KESDU2,"jade19721 ""jade19721""",0/0,3.0
006205161X,Beauty Queen,13.13,A351P0HM6DNQOA,Alyse,0/0,3.0
006205161X,Beauty Queen,13.13,A1BYG89UFDDE64,Wild Cherry,0/0,3.0
006205161X,Beauty Queen,13.13,A7LRGS80JWSK2,"Candice Davis ""Mermaid""",0/0,5.0
006205161X,Beauty Queen,13.13,A3HMILMS0JTE45,T. Fowler,0/0,5.0
006205161X,Beauty Queen,13.13,A2QW6PE7TMSIRK,Legacy Princess,0/0,5.0
006205161X,Beauty Queen,13.13,A10RVJ1ETIM1BJ,Jessica L.,0/0,3.0
006205161X,Beauty Queen,13.13,A3268IW1DTBVTE,"Laural H. Bourque ""lauralb""",0/0,2.0
006205161X,Beauty Queen,13.13,A3H8J962RJOBUN,John Vance,0/0,5.0
006205161X,Beauty Queen,13.13,A1MDWO3WEK20O3,"K. Anderson ""marista anderson""",0/0,2.0
006205161X,Beauty Queen,13.13,A363JEYL0LBTG4,Samantha,1/3,5.0
006205161X,Beauty Queen,13.13,A11P1XGMFGCTT0,Kristina,1/3,5.0
006205161X,Beauty Queen,13.13,A24LF1B8OCUM4Q,Jefferey Modes,2/5,5.0
006205161X,Beauty Queen,13.13,ADK32LDETZC6A,Elizabeth,0/2,4.0
006205161X,Beauty Queen,13.13,AFM5J19ZV4IW4,Lana Claire and Laura,0/2,4.0
006205161X,Beauty Queen,13.13,A9NHAQYC0LZCX,Cerridwen,0/2,4.0
006205161X,Beauty Queen,13.13,A2E1MQ37OAU7VT,Danielle,0/2,4.0
006205161X,Beauty Queen,13.13,A25HKEGXUN7YPD,"Bernie Weisz ""a historian specializing in the...",1/1,4.0
006205161X,Beauty Queen,13.13,AZW80DUZ60EVB,"Ivy ""nonfiction specialist""",1/1,4.0
006205161X,Beauty Queen,13.13,A32ILS5RSEXCM9,Hilary Vicknair,1/1,5.0
006205161X,Beauty Queen,13.13,A3VO7Z1UP22PH0,"dyingbydesign ""Locked inside your heart shape...",1/1,5.0
006205161X,Beauty Queen,13.13,A2G6FSS5B6QIDZ,"""milhouse24""",1/1,1.0
006205161X,Beauty Queen,13.13,A13W0872YKU6NA,Sarah Ali,3/4,5.0
006205161X,Beauty Queen,13.13,A1TCADY4H979ZU,Colette,0/0,5.0
006205161X,Beauty Queen,13.13,A3FWS5VY7DNNR6,"L. D Musselwhite ""moon-eyed""",0/1,3.0
006205161X,Beauty Queen,13.13,A2FE8P3R4QBLP5,Billy Nunez,0/1,5.0
006205161X,Beauty Queen,13.13,A35VLTO880XIJ9,amanda,0/1,5.0
006205161X,Beauty Queen,13.13,A2FCVS3YFIH4Z6,Sandi Strehlau,0/1,4.0
006205161X,Beauty Queen,13.13,A1Q4D46VM8NVR3,twilliam,3/6,3.0
006205161X,Beauty Queen,13.13,A3AKDEM3ZSO9OB,Natalie,1/3,5.0
006205161X,Beauty Queen,13.13,A1RRYJEW4UT76Z,idolblonde,0/0,1.0
006205161X,Beauty Queen,13.13,A2UNMBZQLSPXEP,lygophilia,0/0,4.0
006205161X,Beauty Queen,13.13,A2LQTZOMEELFJW,Sheryl Duffer,0/0,5.0
006205161X,Beauty Queen,13.13,A25OVD5JYE8EM3,Witch Angel,0/0,4.0
006205161X,Beauty Queen,13.13,APO4GSF1XIBCX,Mickey,0/0,5.0
006205161X,Beauty Queen,13.13,A1ZXF1MOZZYAJC,"""boycat""",0/0,5.0
006205161X,Beauty Queen,13.13,A2TFFR3O784DHV,Liberty,0/3,5.0
006205161X,Beauty Queen,13.13,A1JFP9YI54470G,E. Bogan,0/4,5.0
006205161X,Beauty Queen,13.13,AKIL8CJSNRMD7,"YEI ""~ Vonny ~""",1/6,4.0
006205161X,Beauty Queen,13.13,A178JLKF2I5PV5,Samantha,0/5,4.0
006205161X,Beauty Queen,13.13,A2PN7Z2VTHICL8,"Schtinky ""Schtinky""",13/13,4.0
006205161X,Beauty Queen,13.13,A3C1VFCKWJE3S9,Richard Thomas,17/20,2.0
006205161X,Beauty Queen,13.13,A3654ESE7I3IGL,R. tudisco,4/4,5.0
006205161X,Beauty Queen,13.13,A2NMDMSPX0ZQU2,Deborah Sporich,4/4,5.0
006205161X,Beauty Queen,13.13,A2SDIMEUO0LVAG,Sam,5/6,5.0
006205161X,Beauty Queen,13.13,A35VLTO880XIJ9,amanda,0/0,5.0
006205161X,Beauty Queen,13.13,A2HZ7QF9FWEDXM,Susan,0/0,4.0
006205161X,Beauty Queen,13.13,A461VTLW9G9YB,Dance Dance Dance,1/2,2.0
006205161X,Beauty Queen,13.13,A34VQXL3I0TT2Q,Megan Reynolds,1/2,4.0
006205161X,Beauty Queen,13.13,A1FFRC35OXM7AM,Shauna,1/2,5.0
006205161X,Beauty Queen,13.13,A1CY3NAVE0WPCE,brittney.,1/2,2.0
006205161X,Beauty Queen,13.13,A9U8IJV2M5RGT,K. Oso,6/10,1.0
006205161X,Beauty Queen,13.13,AO29EZTST105Q,yahira,6/10,5.0
006205161X,Beauty Queen,13.13,AWW9AXVVBKNO4,Laurin LeStrange,0/1,5.0
0942979230,A Bad Piece of Luck,9.95,AHPOI1Z01PG8V,"C. S. Lant ""CEO Stickin' it to the Man Inc.""",0/0,5.0
0312163967,The Economics of Asymmetric Information,115.0,A37XUNT33S9QLT,Charles N Steele,3/3,4.0
0312163967,The Economics of Asymmetric Information,115.0,A3U7YGEITKJ9YQ,nora,1/2,5.0
0471983977,X-Rays From Laser Plasmas: Generation and Applications,389.51,A1KJG4QIFO389U,Directed Energy,1/1,5.0
0553804782,The Complete How to Speak Southern,8.8,A2HM0BZWQRV1EF,"Blaine Greenfield ""eclectic reader""",7/7,5.0
0553804782,The Complete How to Speak Southern,8.8,A2IWBH2LISNV3M,Charles N. Rieber Jr.,2/2,5.0
0553804782,The Complete How to Speak Southern,8.8,A3KBO8E691458O,"Constant Reader ""The Constant Reader""",2/2,4.0
0553804782,The Complete How to Speak Southern,8.8,A1CNUIOV6N0CXD,"Punky Brewster ""Punky""",0/0,5.0
0553804782,The Complete How to Speak Southern,8.8,A3H1PN7403B7K9,across the continent,0/0,5.0
0553804782,The Complete How to Speak Southern,8.8,A3PRZR6B7PFXCN,soccermom,0/0,5.0
0553804782,The Complete How to Speak Southern,8.8,AXOEDGM0N7EEA,troyjrsmom,0/0,5.0
0553804782,The Complete How to Speak Southern,8.8,A276IBEUJMDT6G,"Sharon K. Holdcraft ""BookRook""",0/0,5.0
1404320032,The Mystery of the Yellow Room,14.99,A2V1YF399FYYLE,"""ltrent@amgen.com""",2/2,5.0
1404320032,The Mystery of the Yellow Room,14.99,AT9YSY20RJUDX,"M. A. ZAIDI ""Ali Zaidi""",0/0,5.0
0805063137,Building an Igloo,8.05,A16UL8RW0363YS,California Mom,4/4,5.0
0805063137,Building an Igloo,8.05,AB9QXH5URDLER,"R. Kirkham ""jrkirkham""",2/2,5.0
0805063137,Building an Igloo,8.05,A2CSBEGGRX5HOI,Bonny K.,0/0,5.0
0805063137,Building an Igloo,8.05,A270Q76N6CFAKX,D. Sherman,0/0,5.0
1557834016,Shakespeare: A Popular Life,22.79,ABUS74XDAVVCY,Peter,4/4,4.0
0764540629,Excel Programming Weekend Crash Course,16.72,AFN95L4114A00,Jimmy Clay,19/19,2.0
0764540629,Excel Programming Weekend Crash Course,16.72,A2YIQQLD0TTH3Y,John Nanavati,10/10,3.0
0764540629,Excel Programming Weekend Crash Course,16.72,A124JRC1KUV0SC,B. W. Holcomb,10/10,4.0
0764540629,Excel Programming Weekend Crash Course,16.72,A129DWZ0SXL6VF,"J. Taveras ""The Shop-o-phobe""",8/8,5.0
0764540629,Excel Programming Weekend Crash Course,16.72,A21YBJGJ7YDI00,Simon Russo,6/6,4.0
0764540629,Excel Programming Weekend Crash Course,16.72,AG4CWIA56JD04,L. Jones,0/0,5.0
0764540629,Excel Programming Weekend Crash Course,16.72,A9Z5L0JFXKIU2,H. Lam,0/0,4.0
0764540629,Excel Programming Weekend Crash Course,16.72,ATF01E7880T4D,Mark Newman,3/7,1.0
1890208205,Dead Aim (Chris Klick Mysteries),11.21,A2HEJEIVH4VZHY,2mach,3/3,5.0
1890208205,Dead Aim (Chris Klick Mysteries),11.21,A1G17R47N27OXE,"kellytwo ""kellytwo""",1/1,5.0
0520244850,Fresh Talk/Daring Gazes: Conversations on Asian American Art,34.95,A2S92M5WO2K6XR,"Stan Darsh ""Stan Darsh""",0/0,4.0
1891845047,630 Questions & Answers About Chinese Herbal Medicine: A Workbook & Study Guide,29.95,A1LCCH24TM6VVL,"J. Bangs ""Jazapple!""",0/0,5.0
1891845047,630 Questions & Answers About Chinese Herbal Medicine: A Workbook & Study Guide,29.95,A1XPBRFYIDUQ9U,"A. F. Harris ""roots detective""",1/3,4.0
0195143450,Developmental Instability: Causes and Consequences,160.0,ARYV7D2TIR846,Michal Polak,1/2,5.0
0072130474,Building Web Services and .NET Applications,54.95,A71Q0XGAA1MMJ,"David L. Silverlight ""XML Geek""",15/18,2.0
0072130474,Building Web Services and .NET Applications,54.95,A154YIEXBNMCQU,Salvador Aldrett Lee,5/5,1.0
0072130474,Building Web Services and .NET Applications,54.95,A2J8J1QFPQJJ7M,A reader from Washington DC,4/4,5.0
0072130474,Building Web Services and .NET Applications,54.95,AEWYLYPPALA82,"""jaspeer""",3/3,5.0
0072130474,Building Web Services and .NET Applications,54.95,A3T683CXVUKXEU,Jorge Oblitas,1/1,5.0
0072130474,Building Web Services and .NET Applications,54.95,AEUUQ215U3HAE,Abdelmalek Kemmou,1/1,5.0
0072130474,Building Web Services and .NET Applications,54.95,A2EO5WQJUVIJAM,John Do,1/8,5.0
0072130474,Building Web Services and .NET Applications,54.95,A2EP9R4CJ07NGN,Ingeniero Luna,1/14,5.0
0072130474,Building Web Services and .NET Applications,54.95,A3G524DCSJZGKV,"Book worm ""Jani""",0/0,1.0
0072130474,Building Web Services and .NET Applications,54.95,A2H61BDY3K64RU,"N. Jayasimha ""Jay""",0/0,4.0
0072130474,Building Web Services and .NET Applications,54.95,AKTX1U8AYVQEW,"""holmes363""",0/0,5.0
0072130474,Building Web Services and .NET Applications,54.95,A2GNXYRR7M84XI,Mark Scott,0/0,5.0
0072130474,Building Web Services and .NET Applications,54.95,A2KXK6B50YDKYQ,"Prasad Reddy ""Prasad""",0/1,4.0
0072130474,Building Web Services and .NET Applications,54.95,AVFTYFB1OXF6C,Kenneth Papai,0/1,5.0
0072130474,Building Web Services and .NET Applications,54.95,AF0RFR7PMAZRR,Keith P,0/1,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AIG7EP2PG19Y0,Nariaki Imamura,2/2,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A1E0TMWDFU3D7M,Robert J. Haber,2/2,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2NXLMNPSZ6P0,Dave,1/1,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A3NAZWL1031CKQ,Sid Sutherland,1/1,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2ITDFI1PIWRNZ,"""pelly7""",2/3,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A1WZVPI9M55IBW,Mike,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AZXEZRXZQL1H2,"Elizabeth C. Foster ""texascrowe""",0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A3U79HYPSMCKPD,Phillip N. Hocker,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AJM49YN8B5SCZ,foxtrotoscar,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A3KTN5FAMUV36H,Flying Photographer,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A1W4IK4EYLULF0,Vernon Jones,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A19PCS3DCCV0CK,Lisa Dellone,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AVLTYRZ0PIXMD,JudgeG,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,AI5OR1HSYXCCL,Steve Dietrich,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2TKQQNFILS6YV,Cary Alburn,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A2J2C911VTD7IF,RetiredRacer,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AS02S4R54V2JU,clearflyr,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A289EPXN4WOOLR,Shoveldog,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2KMAJCFL4EZYU,baronpilot,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A23WPBQAUYWM0V,Roberto C. De Berredo,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AGKPTMTR3UX1R,"J. H. Minde ""Everything I need is right here""",29/30,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2JT6BO9PW4Q8O,David Traill,17/17,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A2D9IEFJGB483Q,Kendal B. Hunter,24/28,3.0
0553584642,I Could Never Be So Lucky Again,7.99,A2RC2ZMC9NRLJM,James Hercules Sutton,6/6,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A2IO1WUMF2S7CR,jackie,5/5,1.0
0553584642,I Could Never Be So Lucky Again,7.99,A67JWMYPGCX9Y,"Larry ""Fellow Traveler""",5/5,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A1DL822FZZQA00,"Michael E. Hill ""Major Rassendyll""",3/3,4.0
0553584642,I Could Never Be So Lucky Again,7.99,A3L9TQWMW65P54,Goody,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A3LMBL1EDZZ894,Naftali Maimon,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A3EIWI0IIH0XNR,"Jeff Jackson ""Jeffryjax""",0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A8P1QPXWUUIMJ,Lee Carzo,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,A1G6893KV3IMP2,Steve,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,AUNWU65P164H2,Ricky,0/0,4.0
0553584642,I Could Never Be So Lucky Again,7.99,ABQEKKRD6WZFA,cpt matt,0/0,5.0
0553584642,I Could Never Be So Lucky Again,7.99,AMNL42W793G2Y,"Oscar ""Marquette""",2/11,2.0
0521556538,Computational Transport Phenomena: Numerical Methods for the Solution of Transport Problems,86.08,A28V2DU3KCCSW0,squintavalla@usga.org,4/5,5.0
0521556538,Computational Transport Phenomena: Numerical Methods for the Solution of Transport Problems,86.08,A20WYO5WJYBQ2Y,J. Lee,0/2,5.0
0415924340,Pathways to Democracy: The Political Economy of Democratic Transitions,54.95,ATBT4PBI19YZ8,"""ricey19""",0/0,5.0
1920731016,The Fur,16.5,A2Q4ELE0MMB23A,Nicole L. James,2/2,5.0
0226264149,Two Lucky People: Memoirs,29.51,A2IM13LZJL7WA9,"Curt Weil ""curtweil""",17/17,5.0
0226264149,Two Lucky People: Memoirs,29.51,A2BPV940SGYGNR,Charthead,9/9,5.0
0226264149,Two Lucky People: Memoirs,29.51,A1C0H9E4CUMTS6,celestial,2/2,5.0
0226264149,Two Lucky People: Memoirs,29.51,A2B9Y6ZNX4B3CO,Hana,1/1,5.0
0226264149,Two Lucky People: Memoirs,29.51,A13W1AETDHZPFL,a reader,1/2,3.0
0226264149,Two Lucky People: Memoirs,29.51,A2BEXRC1FZUA79,B. Li,0/1,2.0
0826513913,Giants among Us,49.95,A1QQ4A0QQCMFW5,M. Khalil Islam-zwart,4/4,5.0
0826513913,Giants among Us,49.95,ACCMBADDLENMK,Peggy J. Johnson,0/2,5.0
1400043697,The Audubon Reader (Everyman's Library),18.15,A14OJS0VWMOSWO,Midwest Book Review,8/8,5.0
1400043697,The Audubon Reader (Everyman's Library),18.15,A3VJCHDQQ8B1OD,Ellen Goodman,1/1,5.0
0312051050,The Love Poems of John Keats: In Praise of Beauty,9.34,A29QHIP9QE1NLX,Dwayne V. Cochran,1/1,5.0
0486435091,Picture History of the Queen Mary and Queen Elizabeth (Dover Maritime),12.37,A3VT7VGDWCIYYQ,"Dexbet ""digbeesmith""",24/28,2.0
0486435091,Picture History of the Queen Mary and Queen Elizabeth (Dover Maritime),12.37,A2I9XSZSHXQ3OZ,CreateEnergy,0/0,4.0
0486435091,Picture History of the Queen Mary and Queen Elizabeth (Dover Maritime),12.37,A2ZLYDFPNB1DT4,Kathy Saine,0/0,5.0
1592799493,The Latham Loop (Harold Gilbert Trilogy),16.0,A2TWYIH7C378WL,"Anne K. Edwards ""AKE""",1/1,5.0
1592799493,The Latham Loop (Harold Gilbert Trilogy),16.0,A2FDOEWQKVNDV6,D.L. Bolk author/reviewer,1/1,5.0
094463401X,I've Got What it Takes!,7.95,A4ZNEB8TYH8N4,"S. Marlow ""cscoley""",6/7,5.0
0759610479,Steel Shards,32.72,ATOF82JAG3TES,Folio,2/2,5.0
0759610479,Steel Shards,32.72,A14OJS0VWMOSWO,Midwest Book Review,0/0,5.0
0759610479,Steel Shards,32.72,A2W6Y9BNXLZC26,TB Koskie,0/0,4.0
0759610479,Steel Shards,32.72,A2TRYGQXP4RI6W,B. L. Jones,0/0,5.0
0759610479,Steel Shards,32.72,A3MQ8AOZ22BXND,"bric ""bric""",0/2,1.0
0516228072,Solar Power (True Books: Environment),25.0,A38TN3W164HE9K,"Richie Partington ""Richie's Picks""",5/5,5.0
B000FJBVV8,Exploring Randomness,10.99,A2HBAILCI2LNYH,G. J. Chaitin,40/59,4.0
B000FJBVV8,Exploring Randomness,10.99,A184D9FVW89G74,Ludovicus,0/8,3.0
1401057063,Planetfall,31.99,A2XTWJCUTVL06C,Barbara A. Laughlin,0/2,4.0
1555611001,The Zen Of Groups,14.18,A17EOPPL2MH24E,Hamish Brown,25/26,5.0
1555611001,The Zen Of Groups,14.18,A1GSPH5969DNSK,Vincent,0/0,4.0
1555611001,The Zen Of Groups,14.18,AGV11NTDOJ86,Kouise G. Verellen,2/4,5.0
